Brand & Model,Varient,Fuel Type,Driven Kilometers,Transmission,Owner,Location,Date of Posting Ad,Price (in ₹)
2017 Mahindra TUV300,['1.2'],Diesel,"37,328 km",Manual,1st Owner,"Saltlake Sector II, Kolkata",WB,407499
2014 Toyota Innova,['KAPPA'],Diesel,"82,096 km",Manual,1st Owner,"EM Bypass - Science City Area, Kolkata",01-18-2022,402799
2016 Maruti Baleno,['VTVT'],Petrol,"53,256 km",Automatic,2nd Owner,"Picnic Garden, Kolkata",WB,402699
2016 Maruti Baleno,['Magna'],Petrol,"45,202 km",Manual,2nd Owner,"Uttar Panchanan Gram, Kolkata",01-27-2022,439899
2012 Volkswagen Polo,['Executive'],Petrol,"1,26,101 km",Manual,2nd Owner,"Uttar Panchanan Gram, Kolkata",01-27-2022,429599
2014 Audi Q3,['1.2'],Diesel,"66,027 km",Manual,1st Owner,"Saltlake Sector 1, Kolkata",04-29-2021,403899
2014 Toyota Corolla Altis,['1.2'],Diesel,"1,26,822 km",Manual,1st Owner,"Saltlake Sector 1, Kolkata",04-29-2021,403999
2015 Hyundai Xcent,['SX'],Petrol + CNG,"45,547 km",Manual,1st Owner,"Park Circus, Kolkata",12-22-2021,371199
2012 Volvo S60,['MT'],Diesel,"41,361 km",Automatic,1st Owner,"Saltlake Sector II, Kolkata",WB,364399
2013 Maruti Ritz,['I'],Diesel,"55,000 km",Manual,1st Owner,"Picnic Garden, Kolkata",WB,407399
2015 Maruti Swift,['VTEC'],Diesel,"37,925 km",Manual,1st Owner,"Uttar Panchanan Gram, Kolkata",01-27-2022,457499
2018 Honda City,['LXI'],Diesel,"43,730 km",Manual,1st Owner,"Paikpara, Kolkata",01-27-2022,391799
2015 BMW 3 Series,['ZDI'],Diesel,"33,958 km",Automatic,1st Owner,"Sector 71, Noida",01-09-2022,333699
2018 Maruti Vitara Brezza,['1.5'],Diesel,"60,395 km",Manual,1st Owner,"Ahiritola, Kolkata",01-23-2022,425199
2015 Mahindra XUV500,['TREND'],Diesel,"1,14,885 km",Manual,1st Owner,"Chelavoor, Pantheeramkavu",01-13-2022,414399
2015 Honda Amaze,['TREND+'],Petrol,"65,067 km",Manual,1st Owner,"Sector 71, Noida",01-09-2022,406999
2015 Maruti Alto 800,['TDCI'],Petrol,"51,434 km",Manual,1st Owner,"Ahiritola, Kolkata",01-23-2022,471599
2020 Hyundai AURA,['ZDI'],Petrol,"1,441 km",KAPPA,1st Owner,"Chelavoor, Pantheeramkavu",01-13-2022,429999
2018 Maruti Vitara Brezza,['AMT'],Diesel,"50,742 km",Manual,1st Owner,"Yewlekar Mala, Nashik",11-29-2021,476799
2018 Hyundai Tucson New,['3.0'],Diesel,"58,368 km",Automatic,2nd Owner,"Thakray Circle Chowk, Nashik",01-07-2022,432699
2017 Tata TIGOR,['AT'],Petrol,"70,895 km",Manual,1st Owner,"Yewlekar Mala, Nashik",11-29-2021,423399
2018 Ford FREESTYLE,['4X2'],Petrol,"43,484 km",Manual,2nd Owner,"Thakray Circle Chowk, Nashik",01-07-2022,423599
2018 Hyundai Creta,['MAGNA'],Diesel,"59,837 km",Manual,1st Owner,"Lekha Nagar, Nashik",01-22-2022,417699
2017 BMW X1,['1.2'],Diesel,"47,517 km",Automatic,1st Owner,"Madhuban Nagar, Nashik",Maharashtra,458799
2016 Maruti S Cross,['KAPPA'],Diesel,"1,17,629 km",Manual,1st Owner,"DGP Nagar, Nashik",Maharashtra,443699
2020 Toyota YARIS,['VTVT'],Petrol,"13,976 km",Manual,1st Owner,"Gulmohar Vihar, Nashik",01-27-2022,283699
2014 Hyundai Xcent,['LXI'],Petrol,"40,927 km",Manual,2nd Owner,"Moti Nagar, Hyderabad",AP,469299
2017 Maruti IGNIS,['OPT'],Petrol,"15,302 km",Manual,1st Owner,"Moti Nagar, Hyderabad",AP,447599
2015 BMW 3 Series,['DELTA'],Diesel,"35,591 km",Automatic,1st Owner,"Shivam Road, Hyderabad",01-24-2022,338899
2020 Maruti S PRESSO,['1.2'],Petrol,"4,170 km",Manual,1st Owner,"Nagole, Hyderabad",01-27-2022,449799
2017 Ford New Figo,['K12'],Petrol,"3,430 km",Manual,1st Owner,"Commercial Tax Colony, Hyderabad",01-26-2022,412899
2016 Hyundai Creta,['DELTA'],Diesel,"1,99,598 km",CRDI,2nd Owner,"Commercial Tax Colony, Hyderabad",01-26-2022,489999
2016 Maruti Ciaz,['1.2'],Diesel,"1,68,380 km",Manual,2nd Owner,"Nagole, Hyderabad",01-27-2022,295499
2015 Honda City,['K12'],Diesel,"1,93,704 km",Manual,1st Owner,"Nagole, Hyderabad",01-27-2022,437299
2016 Hyundai Creta,['SPORTZ'],Diesel,"53,957 km",CRDI,2nd Owner,"Commercial Tax Colony, Hyderabad",01-26-2022,462199
2016 Hyundai Creta,['1.2'],Diesel,"78,878 km",Manual,1st Owner,"Satya Vihar, Bhubaneshwar",12-13-2021,344199
2015 Maruti S Cross,['KAPPA2'],Diesel,"94,544 km",Manual,1st Owner,"Acharya Vihar, Bhubaneshwar",01-26-2022,447599
2015 Hyundai Elite i20,['KAPPA'],Petrol,"70,006 km",Manual,1st Owner,"Jayadev Vihar, Bhubaneshwar",01-27-2022,303399
2016 Hyundai Creta,['VDI'],Diesel,"55,835 km",Manual,2nd Owner,"Acharya Vihar, Bhubaneshwar",01-26-2022,459199
2017 Datsun Redi Go,['VXI'],Petrol,"20,977 km",Manual,3rd Owner,"Jayadev Vihar, Bhubaneshwar",01-27-2022,344799
2015 Hyundai Elite i20,['VXI'],Petrol,"69,140 km",Manual,1st Owner,"Acharya Vihar, Bhubaneshwar",01-26-2022,330599
2015 Hyundai Elite i20,['SPORTS'],Diesel,"69,970 km",Manual,1st Owner,"Industrial Area, Chandigarh",01-05-2022,355899
2013 Toyota Innova,['1.2'],Diesel,"1,21,060 km",Manual,1st Owner,"Sector 69, Mohali",01-26-2022,303699
2017 Hyundai Creta,['VTVT'],Diesel,"19,885 km",Manual,1st Owner,"Chandigarh Airport Area, Chandigarh",01-27-2022,301799
2015 Honda City,['ZXI'],Diesel,"81,260 km",Manual,1st Owner,"Chandigarh Airport Area, Chandigarh",01-27-2022,282799
2014 Toyota Fortuner,['AT'],Diesel,"1,75,240 km",Manual,1st Owner,"Sector 69, Mohali",01-26-2022,306699
2015 Maruti S Cross,['SHVS'],Diesel,"95,369 km",Manual,1st Owner,"Chandigarh Airport Area, Chandigarh",01-27-2022,247499
2015 Hyundai Creta,['LDI'],Diesel,"24,768 km",Manual,1st Owner,"Industrial Area, Chandigarh",12-25-2021,293499
2015 Hyundai Eon,['SPORTZ'],Petrol,"58,809 km",Manual,1st Owner,"Industrial Area, Chandigarh",12-25-2021,295599
2020 Toyota Glanza,['1.2'],Petrol,"13,720 km",Manual,1st Owner,"Shivalik Enclave, Chandigarh",01-26-2022,295599
2015 Hyundai Creta,['KAPPA2'],Diesel,"58,003 km",CRDI,1st Owner,"Sector 34A, Chandigarh",Other minor issues,324299
2014 Ford Ecosport,['LXI'],Diesel,"66,779 km",Manual,1st Owner,"Sector 37C, Chandigarh",Haryana,299799
2014 Ford Ecosport,['CNG'],Diesel,"1,27,254 km",Manual,1st Owner,"Sector 40A, Chandigarh",01-27-2022,315399
2013 Toyota Etios Liva,['ZDI'],Diesel,"67,725 km",Manual,1st Owner,"Sector 37C, Chandigarh",Haryana,293499
2014 Ford Ecosport,['VXI'],Diesel,"1,02,117 km",Manual,1st Owner,"Sector 1, Chandigarh",01-27-2022,297199
2016 Hyundai Elite i20,['ZXI'],Petrol,"41,533 km",Manual,3rd Owner,"Sector 19C, Chandigarh",01-27-2022,294599
2015 Hyundai Creta,['OPT'],Diesel,"1,17,683 km",CRDI,1st Owner,"Sector 19C, Chandigarh",01-27-2022,294299
2014 Toyota Innova,['AMT'],Diesel,"69,958 km",Manual,2nd Owner,"Sector 22B, Chandigarh",01-25-2022,299199
2013 Mercedes Benz E Class,['VXI'],Diesel,"41,294 km",Manual,2nd Owner,Kasol,01/17/2022,299199
2014 Hyundai Elite i20,['LXI'],Petrol,"82,377 km",Manual,1st Owner,Kherganja,01/17/2022,299199
2017 Tata Tiago,['VXI'],Petrol,"14,031 km",Manual,1st Owner,"Nirman Nagar, Jaipur",12/29/2021,299199
2013 Honda Amaze,['5'],Diesel,"1,09,366 km",Manual,2nd Owner,"Pooja Nagar,Udaipur",10-01-2022,299199
2014 Hyundai Elite i20,['STR'],Diesel,"37,833 km",Manual,1st Owner,"Indore, MP",12/27/2021,342099
2015 Hyundai Elite i20,['WITH'],Diesel,"66,762 km",Manual,1st Owner,Bhopal,01/23/2022,308399
2016 Maruti Baleno,['AC'],Diesel,"67,332 km",Manual,1st Owner,"Byavar, Rajasthan",01/24/2022,308999
2016 Maruti Baleno,['PLUSHTR'],Diesel,"71,530 km",Manual,1st Owner,"Borivali East, Mumbai",01/20/2022,318299
2014 Hyundai Elite i20,['LXI'],Diesel,"1,69,197 km",Manual,1st Owner,"Shaheed Bhagat Singh Colony, Rajpura",01/23/2022,366899
2013 Hyundai Grand i10,['VXI'],Petrol,"43,986 km",Manual,1st Owner,"Versova, Mumbai",01/23/2022,382899
2019 Hyundai VENUE,['VXI'],Petrol,"31,118 km",1.0L,1st Owner,"Vikaspuri, Delhi",01/24/2022,1021799
2017 Maruti Dzire,['AMT'],Petrol,"23,321 km",Manual,1st Owner,"Akbar Hills, Hyderabad",01/20/2022,405699
2020 Hyundai GRAND I10 NIOS,['HIGHLINE'],Petrol,"11,966 km",Automatic,1st Owner,"Vasai East, Mumbai",01/16/2022,303799
2020 Ford New Figo,['DIESEL'],Petrol,"3,210 km",Manual,1st Owner,"Nungambakkam, Chennai",01/16/2022,410199
2020 MG HECTOR,['1.0'],Petrol,"7,284 km",PETROL,1st Owner,"Rajouri Garden, Delhi",01/16/2022,620099
2016 Maruti Baleno,['RXL'],Petrol,"57,606 km",Manual,2nd Owner,"Subhash Nagar, Delhi",01/16/2022,281099
2016 Maruti Baleno,['LDI'],Diesel,"63,363 km",Manual,1st Owner,"Rajendra Nagar Sector 3, Ghaziabad",01/16/2022,392299
2016 Maruti Baleno,['BS'],Petrol,"44,604 km",Manual,1st Owner,"Raviwar Peth, Belagavi",01/17/2022,409799
2014 Toyota Fortuner,['IV'],Diesel,"1,23,799 km",Automatic,2nd Owner,"Shankar Nagar, Salem",01/17/2022,409999
2013 Toyota Fortuner,['LXI'],Diesel,"74,189 km",Automatic,2nd Owner,"Nirman Nagar, Jaipur",12/29/2021,388899
2020 Hyundai GRAND I10 NIOS,['OPT'],Petrol,"3,907 km",Manual,1st Owner,"Satya Vihar, Bhubaneshwar",10-01-2022,250499
2013 Toyota Fortuner,['LXI'],Diesel,"1,17,460 km",Manual,3rd Owner,"Manchar, Pune",12/27/2021,422799
2016 Maruti Baleno,['OPT'],Petrol,"82,529 km",Manual,1st Owner,"Officers Colony, Sakti",01/23/2022,773399
2014 Renault Duster,['1.5'],Diesel,"1,59,012 km",Manual,1st Owner,"Paschim Vihar, Delhi",01/24/2022,473899
2013 Toyota Fortuner,['V'],Diesel,"1,54,297 km",Automatic,1st Owner,Alipur,01/20/2022,427299
2013 Toyota Fortuner,['OPT'],Diesel,"76,953 km",Manual,1st Owner,"Choupasni, Jodhpur",01/23/2022,802199
2014 Ford Ecosport,['I'],Diesel,"50,683 km",Manual,1st Owner,"Pimpri, Pune",01/23/2022,523999
2017 Toyota Fortuner,['DTEC'],Diesel,"92,357 km",Manual,1st Owner,"Madhapur, Hyderabad",01/24/2022,541199
2014 Maruti Ciaz,['VDI'],Diesel,"62,366 km",Manual,1st Owner,"Dadri, Charkhi Dadri",01/20/2022,619899
2017 Hyundai Elite i20,['SHVS'],Petrol,"32,515 km",Manual,1st Owner,"Nungambakkam, Chennai",01/16/2022,344499
2015 Hyundai i10,['FLUIDIC'],Petrol,"40,102 km",Manual,1st Owner,"Adarsh Colony, Hisar",01/16/2022,312599
2018 Maruti Dzire,['1.6'],Diesel,"29,735 km",Manual,1st Owner,"Pallipadi, Thirumittacode II",01/16/2022,629799
2018 Hyundai Elite i20,['EX'],Diesel,"74,782 km",Manual,1st Owner,"Ranjit Avenue, Ludhiana",01/16/2022,626199
2016 Maruti Vitara Brezza,['VTVT'],Diesel,"1,01,529 km",Manual,1st Owner,"Gujeni, Kanpur",01/16/2022,424499
2021 Toyota Glanza,['RXT'],Petrol,"4,768 km",Automatic,1st Owner,"Badarpur, Delhi",01/17/2022,878599
2018 Ford Figo Aspire,['VDI'],Petrol,"39,845 km",Manual,1st Owner,"Sun City, Bareilly",01/17/2022,344499
2017 Maruti S Cross,['SHVS'],Diesel,"96,542 km",Manual,1st Owner,"Hazratganj, Lucknow",12/29/2021,303699
2017 Maruti Ciaz,['LDI'],Diesel,"69,995 km",Manual,1st Owner,"Puthanathani, Malappuram",10-01-2022,412599
2015 Hyundai Verna,['O'],Diesel,"62,300 km",(o),1st Owner,"Kukatpally, Hyderabad",12/27/2021,186971
2013 Maruti Ertiga,['GD'],Diesel,"1,12,745 km",Manual,1st Owner,"Janki Nagar, Patna",01/23/2022,528999
2016 Maruti Vitara Brezza,['GD'],Diesel,"54,460 km",Manual,1st Owner,"Bhawani Nagar, Jammu",01/24/2022,258999
2016 Maruti Vitara Brezza,['ZXI'],Diesel,"59,773 km",Manual,2nd Owner,"Fort Mohalla, Mysuru",01/20/2022,188799
2016 Maruti Vitara Brezza,['PLUS'],Diesel,"30,116 km",Manual,1st Owner,"Garhi Sarwat, Muzaffarnagar",01/23/2022,415399
2014 Maruti Ciaz,['VXI'],Diesel,"1,13,158 km",Manual,1st Owner,"Smd, Kalpetta",01/23/2022,313099
2016 Maruti Vitara Brezza,['VXI'],Diesel,"92,569 km",Manual,2nd Owner,"Borivali East, Mumbai",01/24/2022,258899
2013 Toyota Innova,['RXL'],Diesel,"55,587 km",Manual,1st Owner,"Shaheed Bhagat Singh Colony, Rajpura",01/20/2022,171699
2015 Hyundai Elite i20,['ZETA'],Diesel,"1,41,314 km",Manual,1st Owner,"Versova, Mumbai",01/16/2022,551799
2013 Maruti Swift Dzire,['SHVS'],Petrol,"31,505 km",Manual,1st Owner,"Vikaspuri, Delhi",01/16/2022,201799
2012 Toyota Fortuner,['G'],Diesel,"1,46,017 km",Manual,1st Owner,"Akbar Hills, Hyderabad",01/16/2022,572399
2017 Honda WR-V,['MAGNA'],Petrol,"26,693 km",Manual,1st Owner,"Vasai East, Mumbai",01/16/2022,126399
2016 Maruti Vitara Brezza,['1.1'],Diesel,"73,453 km",Manual,1st Owner,"Nungambakkam, Chennai",01/16/2022,688699
2017 Maruti Vitara Brezza,['CRDI'],Diesel,"93,199 km",Manual,1st Owner,"Rajouri Garden, Delhi",01/17/2022,537999
2017 Hyundai Elite i20,['1.2'],Petrol,"19,791 km",Manual,1st Owner,"Subhash Nagar, Delhi",01/17/2022,288799
2016 Maruti Vitara Brezza,['SMT'],Diesel,"34,879 km",Manual,1st Owner,"Rajendra Nagar Sector 3, Ghaziabad",12/29/2021,193699
2016 Maruti Vitara Brezza,['I'] ,Diesel,"65,443 km",Manual,1st Owner,"Raviwar Peth, Belagavi",10-01-2022,266599
2013 Honda Amaze,['VTEC'],Diesel,"72,572 km",Manual,1st Owner,"Shankar Nagar, Salem",12/27/2021,729899
2014 Hyundai Grand i10,['1.2'],Petrol,"1,12,190 km",Manual,1st Owner,"Nirman Nagar, Jaipur",01/23/2022,523199
2013 Honda Amaze,['i-VTEC'],Diesel,"33,562 km",Manual,1st Owner,"Satya Vihar, Bhubaneshwar",01/24/2022,461199
2013 Ford Ecosport,['VX'],Diesel,"80,946 km",Manual,1st Owner,"Manchar, Pune",01/20/2022,439499
2017 Maruti Vitara Brezza,['MT'],Diesel,"39,099 km",Manual,1st Owner,"Officers Colony, Sakti",01/23/2022,581299
2017 Maruti Ciaz,['VXI'],Diesel,"66,396 km",Manual,1st Owner,"Paschim Vihar, Delhi",01/23/2022,482599
2017 Maruti Vitara Brezza,['1.6'],Diesel,"35,406 km",Manual,1st Owner,Alipur,01/24/2022,657999
2018 Maruti IGNIS,['VTVT'],Petrol,"31,148 km",Manual,1st Owner,"MDDA Colony Near Kedarpuram, Dehradun",01/20/2022,337499
2016 Ford Ecosport,['SX'],Petrol,"7,789 km",Manual,1st Owner,"Pragati Nagar, Ahmedabad",01/16/2022,369399
2017 Ford Ecosport,['AUTO'],Diesel,"50,477 km",Manual,1st Owner,"Malad West, Mumbai",01/16/2022,597699
2018 Maruti IGNIS,['1.6'],Petrol,"17,318 km",Manual,1st Owner,"Choupasni, Jodhpur",01/16/2022,367099
2015 Maruti Baleno,['VTVT'],Petrol,"12,711 km",Manual,1st Owner,"Pimpri, Pune",01/16/2022,384499
2016 Ford Ecosport,['SX'],Petrol,"57,927 km",Manual,1st Owner,"Madhapur, Hyderabad",01/16/2022,1514699
2016 Ford Ecosport,['AUTO'],Petrol,"34,212 km",Manual,1st Owner,"Dadri, Charkhi Dadri",01/17/2022,421499
2016 Ford Ecosport,['LXI'],Petrol,"27,829 km",Manual,2nd Owner,"Nungambakkam, Chennai",01/17/2022,487499
2017 Ford Figo Aspire,['DELTA'],Petrol,"31,724 km",Manual,1st Owner,"Adarsh Colony, Hisar",12/29/2021,495499
2015 Toyota Etios,['1.2'],Diesel,"77,530 km",Manual,1st Owner,"Pallipadi, Thirumittacode II",10-01-2022,554599
2017 Ford Ecosport,['K12'],Petrol,"16,090 km",Manual,1st Owner,"Ranjit Avenue, Ludhiana",12/27/2021,394199
2015 Honda Jazz,['AMT'],Petrol,"34,295 km",Automatic,1st Owner,"Gujeni, Kanpur",01/23/2022,408399
2018 Hyundai Elite i20,['DELTA'],Petrol,"17,504 km",Manual,1st Owner,"Badarpur, Delhi",01/24/2022,621899
2014 Hyundai Grand i10,['1.2'],Petrol,"58,341 km",Manual,1st Owner,"Sun City, Bareilly",01/20/2022,666999
2016 Ford Ecosport,['K12'],Petrol,"22,197 km",Manual,1st Owner,"Hazratganj, Lucknow",01/23/2022,395899
2017 Ford Ecosport,['ZX'],Diesel,"60,954 km",DIESEL,2nd Owner,"Puthanathani, Malappuram",01/23/2022,657599
2017 Ford Ecosport,['MT'],Petrol,"37,026 km",Manual,1st Owner,"Kukatpally, Hyderabad",01/24/2022,495399
2015 Honda Jazz,['1.2'],Petrol,"11,166 km",Automatic,3rd Owner,"Janki Nagar, Patna",01/20/2022,571699
2013 Maruti Ertiga,['V'],Diesel,"1,19,067 km",Manual,1st Owner,"Bhawani Nagar, Jammu",01/16/2022,1682999
2015 Maruti Ciaz,['MT'],Diesel,"61,758 km",Manual,1st Owner,"Fort Mohalla, Mysuru",01/16/2022,794799
2017 Hyundai Elite i20,['ZETA'],Petrol,"31,450 km",Manual,1st Owner,"Garhi Sarwat, Muzaffarnagar",01/16/2022,783699
2019 Hyundai Elite i20,['1.2'],Petrol,"21,556 km",Manual,1st Owner,"Smd, Kalpetta",01/16/2022,554799
2018 Ford Ecosport,['K'],Petrol,"35,869 km",Manual,1st Owner,"Borivali East, Mumbai",01/16/2022,243799
2020 KIA SELTOS,['K12'],Petrol,"22,066 km",Manual,1st Owner,"Shaheed Bhagat Singh Colony, Rajpura",01/17/2022,1087899
2018 Ford Ecosport,['AMT'],Diesel,"52,521 km",Manual,1st Owner,"Versova, Mumbai",01/17/2022,591399
2018 Ford Ecosport,['ERA'],Diesel,"35,747 km",Manual,1st Owner,"Vikaspuri, Delhi",12/29/2021,576499
2018 Ford Ecosport,['PLUS'],Diesel,"38,471 km",Manual,1st Owner,"Akbar Hills, Hyderabad",10-01-2022,698199
2018 Ford Ecosport,['1.2'],Diesel,"46,082 km",Manual,1st Owner,"Vasai East, Mumbai",12/27/2021,551799
2016 Ford Ecosport,['V'],Diesel,"88,979 km",Manual,1st Owner,"Nungambakkam, Chennai",01/13/2022,554499
2019 Ford Figo Aspire,['MT'],Petrol,"10,063 km",Manual,2nd Owner,"Rajouri Garden, Delhi",01/14/2022,1276499
2016 Ford Ecosport,['I'],Diesel,"90,171 km",Manual,1st Owner,"Subhash Nagar, Delhi",02-01-2022,614399
2017 Ford Ecosport,['VTEC'],Diesel,"68,356 km",Manual,1st Owner,"Rajendra Nagar Sector 3, Ghaziabad",02-01-2022,344999
2018 Ford Ecosport,['VXI'],Petrol,"22,443 km",Manual,2nd Owner,"Raviwar Peth, Belagavi",02-01-2022,483199
2018 Ford Ecosport,['1.2'],Diesel,"24,772 km",Manual,1st Owner,"Shankar Nagar, Salem",01/24/2022,803799
2015 BMW 5 Series,['S'],Diesel,"80,744 km",Automatic,1st Owner,"Nirman Nagar, Jaipur",01/20/2022,626199
2018 Honda Amaze,['MT'],Petrol,"14,259 km",Manual,1st Owner,"Satya Vihar, Bhubaneshwar",01/15/2022,582399
2018 Ford Ecosport,['I'],Diesel,"16,826 km",Manual,1st Owner,"Manchar, Pune",01/14/2022,299199
2016 Maruti Swift Dzire,['VTEC'],Diesel,"1,58,642 km",ABS,1st Owner,"Officers Colony, Sakti",01/16/2022,620299
2015 Ford Ecosport,['SPORTZ'],Diesel,"53,253 km",Manual,1st Owner,"Paschim Vihar, Delhi",01/18/2022,834599
2020 Honda City,['(O)'],Petrol,"8,641 km",Manual,1st Owner,Alipur,01/16/2022,538099
2020 Honda City,['1.2'],Petrol,"10,322 km",Automatic,1st Owner,"MDDA Colony Near Kedarpuram, Dehradun",01/17/2022,802399
2015 Ford Ecosport,['AT'],Petrol,"76,170 km",Automatic,1st Owner,"Pragati Nagar, Ahmedabad",01/17/2022,655099
2013 Hyundai Grand i10,['SPORTZ'],Diesel,"1,06,795 km",Manual,1st Owner,"Malad West, Mumbai",12/29/2021,681399
2017 Hyundai Elite i20,['O'],Diesel,"83,787 km",Manual,1st Owner,"Borivali East, Mumbai",10-01-2022,747999
2018 Toyota Corolla Altis,['1.2'],Petrol,"53,593 km",Automatic,1st Owner,"Shaheed Bhagat Singh Colony, Rajpura",12/27/2021,295599
2014 Maruti Swift Dzire,['SHARP'],Diesel,"1,18,729 km",Manual,1st Owner,"Versova, Mumbai",01/16/2022,295599
2018 Maruti Vitara Brezza,['DCT'],Diesel,"54,715 km",Manual,1st Owner,"Vikaspuri, Delhi",01/16/2022,2036199
2018 Tata Tiago,['PETROL'],Petrol,"50,361 km",Manual,1st Owner,"Akbar Hills, Hyderabad",01/16/2022,392799
2018 Maruti Vitara Brezza,['VDI'],Diesel,"83,300 km",Manual,1st Owner,"Vasai East, Mumbai",01/17/2022,480499
2018 Renault Kwid,['VDI'],Petrol,"41,139 km",Manual,1st Owner,"Nungambakkam, Chennai",01/17/2022,628299
2012 Toyota Etios Liva,['VDI'],Petrol,"44,162 km",Manual,1st Owner,"Rajouri Garden, Delhi",12/29/2021,387299
2019 MG HECTOR,['VDI'],Petrol,"21,150 km",PETROL,2nd Owner,"Subhash Nagar, Delhi",10-01-2022,671099
2020 Maruti S PRESSO,['1.6'],Petrol,"6,100 km",Manual,1st Owner,"Rajendra Nagar Sector 3, Ghaziabad",12/27/2021,740599
2018 Hyundai Creta,['VTVT'],Diesel,"29,854 km",Manual,1st Owner,"Raviwar Peth, Belagavi",01/13/2022,917099
2020 Maruti S PRESSO,['SX'],Petrol,"6,637 km",Manual,1st Owner,"Shankar Nagar, Salem",01/14/2022,297399
2018 Maruti Vitara Brezza,['AUTO'],Diesel,"71,192 km",Manual,1st Owner,"Nirman Nagar, Jaipur",02-01-2022,666499
2017 Maruti Baleno,['SPORTS'],Petrol,"20,990 km",Manual,1st Owner,"Satya Vihar, Bhubaneshwar",02-01-2022,1704999
2015 Honda Amaze,['1.2'],Petrol,"28,309 km",Manual,1st Owner,"Manchar, Pune",02-01-2022,530399
2018 Maruti Vitara Brezza,['VTVT'],Diesel,"1,12,703 km",Manual,1st Owner,"Officers Colony, Sakti",01/24/2022,335999
2017 Maruti Baleno,['VXI'],Diesel,"62,283 km",Manual,1st Owner,"Paschim Vihar, Delhi",01/20/2022,528199
2018 Maruti Vitara Brezza,['VDI'],Diesel,"20,713 km",Manual,1st Owner,Alipur,01/15/2022,538499
2016 Maruti Swift Dzire,['VDI'],Diesel,"58,123 km",ABS,1st Owner,"Sector 71, Noida",01/14/2022,377399
2020 Maruti S PRESSO,['DELTA'],Petrol,"15,934 km",Manual,1st Owner,"Ahiritola, Kolkata",01/16/2022,243699
2019 Ford Ecosport,['1.2'],Petrol,"24,435 km",Manual,2nd Owner,"Chelavoor, Pantheeramkavu",01/18/2022,396899
2019 Ford Ecosport,['K12'],Petrol,"14,623 km",MT,1st Owner,"Palam, Delhi",01/16/2022,610899
2018 Maruti Vitara Brezza,['K'],Diesel,"36,807 km",Manual,1st Owner,"Dwarka Sector 13, Delhi",01/17/2022,833699
2018 Maruti Vitara Brezza,['AMT'],Diesel,"26,505 km",Manual,1st Owner,"Rajivgandhi Nagar, Tumakuru",01/17/2022,380299
2018 Maruti Vitara Brezza,['SPORTZ'],Diesel,"54,687 km",Manual,1st Owner,"Meerut Road Industrial Area Sector 21, Ghaziabad",12/29/2021,622399
2019 Maruti Vitara Brezza,['1.2'],Diesel,"49,708 km",Manual,1st Owner,"Pitampura, Delhi",10-01-2022,610999
2019 Maruti Vitara Brezza,['1.5'],Diesel,"75,243 km",Manual,1st Owner,"Calicut Medical College, Kozhikode",12/27/2021,430099
2019 Maruti Vitara Brezza,['TITANIUM'],Diesel,"52,300 km",Manual,1st Owner,"Budhakhera, Karnal",01/16/2022,395699
2014 Maruti Swift Dzire,['TI'],Diesel,"87,119 km",Manual,1st Owner,"Pilaviduthy, Karambakkudi",01/16/2022,351299
2012 Maruti Swift,['VCT'],Diesel,"1,20,326 km",Manual,1st Owner,"Sector 16, Faridabad",01/16/2022,340199
2013 Maruti Swift,['AT'],Diesel,"78,932 km",Manual,1st Owner,"Shahibag, Ahmedabad",01/17/2022,711799
2019 Maruti Vitara Brezza,['ZXI'],Diesel,"33,968 km",Manual,1st Owner,"Salem East Old, Salem",01/17/2022,435699
2017 Maruti Baleno,['OPT'],Petrol,"12,322 km",Manual,1st Owner,"Ambala Cantt, Ambala",12/29/2021,550799
2017 Maruti Baleno,['ZXI'],Petrol,"41,963 km",Manual,1st Owner,"Jaggi Colony, Ambala",10-01-2022,946199
2017 Maruti Baleno,['AMT'],Petrol,"22,673 km",Manual,1st Owner,"Shahdara, Delhi",12/27/2021,588999
2019 Maruti Vitara Brezza,['VL'],Diesel,"56,076 km",Manual,1st Owner,"Dahisar East, Mumbai",01/13/2022,625999
Volkswagen Polo (2016),V,DIESEL,50000.0 KM,MANUAL,1st Owner,"Sector 71, Noida",01-09-2022,379000
Hyundai Creta (2020),1.6 SX Option Executive Diesel,DIESEL,43861.0 KM,MANUAL,1st Owner,"Ahiritola, Kolkata",01-23-2022,1165101
Hyundai Verna (2019),VTVT 1.4 EX,PETROL,"17,000 KM",MANUAL,2nd Owner,"Chelavoor, Pantheeramkavu",01-13-2022,815000
Datsun Redigo (2020),D,PETROL,10000 KM,MANUAL,First Owner,"Palam, Delhi",01-13-2022,270000
Hyundai I10 (2011),Sportz 1.1 iRDE2,PETROL,70000 KM,MANUAL,First Owner,"Dwarka Sector 13, Delhi",01-13-2022,185000
Toyota Innova (2011),2004-2011 2.5 V Diesel 7-seater,DIESEL,"140,000 KM",MANUAL,2nd Owner,"Rajivgandhi Nagar, Tumakuru",01-27-2022,740000
Maruti Suzuki Wagon R (2017),VXI BS IV,PETROL,22464.0 KM,MANUAL,1st Owner,"Meerut Road Industrial Area Sector 21, Ghaziabad",01-27-2022,418500
Mahindra Xuv500 (2013),W8 Dual Tone,DIESEL,"58,000 KM",MANUAL,1st Owner,"Pitampura, Delhi",01-27-2022,435000
